댓글,시간,년,월,일,시,d
언니는 만두도 맛있게 굽구만요!!👍,2018-12-12T04:06:52.000Z,2018,12,12,04,1
접시두 후라이팬도  저랑 같은 거네요🤣🤣🤣,2018-12-12T04:06:52.000Z,2018,12,12,04,1
담주가꼬오ㅓ,2019-05-18T07:17:00.000Z,2019,05,18,07,0
나도 맨듀🥟,2019-05-18T07:17:00.000Z,2019,05,18,07,0
초대좀 해줘봐~😍,2019-02-05T06:38:05.000Z,2019,02,05,06,0
#호텔이최고 #현실육아 #주부 #육아 #일상 #설 #명절음식 #떡국 #비비고 #비비고만두 #비비고사골 #비비고육수 #종가집김치 #먹스타그램 #온더테이블,2019-02-05T06:38:05.000Z,2019,02,05,06,0
행복한 하루되고 계신가요👀👀감기 조심하시고 💕 제인스타 놀러오세요👍👍👍,2019-02-05T06:38:05.000Z,2019,02,05,06,0
당일배송되는.불막창.불날개.닭발판매하구잇어용.구경와주시면 너무감사합니당🤩,2018-12-14T14:20:36.000Z,2018,12,14,14,0
살찌는 소리들린다.. ㅋ,2019-05-28T12:48:41.000Z,2019,05,28,12,0
선팔했어요 맞팔해용 댓글남기고가요~,2019-01-08T23:02:28.000Z,2019,01,08,23,1
맞팔해요 소통하고 지내요^^,2019-01-08T23:02:28.000Z,2019,01,08,23,1
선팔했어요 소통하고 맞팔부탁드려요^^,2019-01-08T23:02:28.000Z,2019,01,08,23,1
소문난 곶감맛집 상주조가네곶감입니다. 들러주셔요 ^^,2019-01-08T23:02:28.000Z,2019,01,08,23,1
소통해요 선팔 왔어요~맞팔해요,2019-01-08T23:02:28.000Z,2019,01,08,23,1
선팔왔어요~ 맞팔부탁드리구 오래 소통하고 지내요~,2019-01-08T23:02:28.000Z,2019,01,08,23,1
선팔왔어요 잘 지내봐요~,2019-01-08T23:02:28.000Z,2019,01,08,23,1
👍,2019-01-08T23:02:28.000Z,2019,01,08,23,1
비비고 진짜맛있어~~~~😁😁😁,2019-01-08T23:02:28.000Z,2019,01,08,23,1
안녕하세요~ 느낌좋은사진이네여~^^ 맞팔부탁드려요~,2019-01-14T15:38:46.000Z,2019,01,14,15,0
좋은사진이 많아서 우연히 왓다가 한참보구가요~~^^또 들를게요!!,2019-01-14T15:38:46.000Z,2019,01,14,15,0
얼른들어가래 ㅡㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고추만두 이거 맛있던데용😍😍😍 언니 저도 다경이 등원시키고 도유니 낮잠1자고 꿀타임👉🏻👈🏻ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2017-07-27T00:34:52.000Z,2017,07,27,00,1
진짜 남편님 복에 겨우셨네요😅😅,2017-07-27T00:34:52.000Z,2017,07,27,00,1
이집도 리니지 난리가 현질은 안하셔?,2017-07-27T00:34:52.000Z,2017,07,27,00,1
오디서삽니까? 이만두는 ㅎ 만두안즐기는디 이건 꼭내입맛일듯요,2017-07-27T00:34:52.000Z,2017,07,27,00,1
요래 개안은거 소개해주시니 넘 좋아요ᆢㅎㅎ먹어볼께용♥,2017-07-27T00:34:52.000Z,2017,07,27,00,1
역시 요리금손이세요,2017-07-27T00:34:52.000Z,2017,07,27,00,1
먹고싶은게너무많아서 미칠거같다,2017-07-27T00:34:52.000Z,2017,07,27,00,1
와 퇴근길에 라면공격 당했어요 ㅋㅋㅋㅋㅋㅋ,2019-06-17T10:18:52.000Z,2019,06,17,10,0
나도 에어프라이어로 만두 첫개시 ㅋㅋㅋ,2019-02-03T14:01:16.000Z,2019,02,03,14,0
초대해주라...😭😭😭,2019-02-03T14:01:16.000Z,2019,02,03,14,0
오.... 에어프라이어까지~~ 살림이 점점 늘어가,2019-02-03T14:01:16.000Z,2019,02,03,14,0
😮👍🏻💜,2019-03-16T13:39:08.000Z,2019,03,16,13,0
반성하지마 !! 당당히먹자 ㅋㅋ,2019-03-16T13:39:08.000Z,2019,03,16,13,0
Super sweet,2019-03-16T13:39:08.000Z,2019,03,16,13,0
하나뿐인 수제 테디베어백 구경오세요,2019-03-16T13:39:08.000Z,2019,03,16,13,0
제 인스타에 구경와주세요 감사합니다 😛,2019-03-16T13:39:08.000Z,2019,03,16,13,0
바람이왜케얌전히앉아잇엉ㅋㅋㅋㅋㅋㅋ😍,2019-05-19T13:01:30.000Z,2019,05,19,13,0
나도해줘어 비비고호떡,2019-05-19T13:01:30.000Z,2019,05,19,13,0
카레가 어딨는데..? 카레국이야?..,2019-05-19T13:01:30.000Z,2019,05,19,13,0
ㅋㅋㅋ 소프트볼마사지 시강,2019-05-19T13:01:30.000Z,2019,05,19,13,0
👍👍,2018-12-22T08:35:53.000Z,2018,12,22,08,0
김볶사진은유 ㅎㅎㅎㅎ,2018-12-22T08:35:53.000Z,2018,12,22,08,0
안녕하세용 놀러왔어요^^ 앞으로도  자주 놀러올께요~ 함께 소통해요♡♡,2018-12-22T08:35:53.000Z,2018,12,22,08,0
사진이좋네요~^^ 제 피드에도 함 놀러오세요^^,2018-12-22T08:35:53.000Z,2018,12,22,08,0
사진 잘 보고 갑니다 ✨ 소통해요!,2018-12-22T08:35:53.000Z,2018,12,22,08,0
피드가 예뻐용! 선팔하고가요!,2018-12-22T08:35:53.000Z,2018,12,22,08,0
안녕하세요 피드가 너무 좋아요 🔆 선팔하고 갈게요 제 피드도 놀러오세요 💛,2018-12-22T08:35:53.000Z,2018,12,22,08,0
뭘해도 예쁘게 잘 세팅하시는😍 입맛이 진짜 다른가봐용🤭,2019-04-21T04:23:51.000Z,2019,04,21,04,1
참신기하네요~  뭐든잘먹어 이쁘겠어요❤️,2019-04-21T04:23:51.000Z,2019,04,21,04,1
군만두 너무 조아요😁 만두 진짜 조아하는데 군만두는 더 맛나용 ㅋㅋㅋ,2019-04-21T04:23:51.000Z,2019,04,21,04,1
맛있겠어요💕,2019-04-21T04:23:51.000Z,2019,04,21,04,1
ㅋㅋㅋㅋㅋ임산부때는 다양한걸 먹게 되지요❣️,2019-04-21T04:23:51.000Z,2019,04,21,04,1
크으 군만두 먹구싶네용 🙈🙊🧡,2019-04-21T04:23:51.000Z,2019,04,21,04,1
저도 임신과 동시에 엄마 입맛은 빠빠이 되더라구요😭😭ㅎㅎ 신세계 누리시면서  맛난걸로 많이많이 챙겨드세요~,2019-04-21T04:23:51.000Z,2019,04,21,04,1
ㅋㅋㅋ저도 생전 안먹던 음식을 먹게 되고 그러더라구요 👍🏻 인체의 신비를 경험하고 있어요,2019-04-21T04:23:51.000Z,2019,04,21,04,1
오오~~ 전 고기킬러인데 신기하게 임신기간중에 고기가 안 땡기더라구요~ 그래서 딸인줄 알았는데..🤣ㅋㅋ비비고만두 맛나겠어요^^,2019-04-21T04:23:51.000Z,2019,04,21,04,1
다슬기라니 ㅋㅋㅋㅋㅋㅋㅋ 저는 생전 안먹던 회가 얼마나 땡기던지 .. 당덩어리들도욬ㅋㅋㅋ 완전 아빠입맛,2019-04-21T04:23:51.000Z,2019,04,21,04,1
잘보고가요~ 시간되시면 제 인스타도 한번 놀러오세요~:),2019-04-21T04:23:51.000Z,2019,04,21,04,1
잘보고 갑니다.,2019-04-21T04:23:51.000Z,2019,04,21,04,1
자주 소통해요! 오늘 하루도 즐겁게 보내세요,2019-05-29T03:09:00.000Z,2019,05,29,03,1
비비고 만두가 제일 맛있어요🤤🤤🤤,2019-05-29T03:09:00.000Z,2019,05,29,03,1
오늘도 저녁하는냐고생많네요  맛있는저녁먹어요~^^,2019-04-22T10:01:02.000Z,2019,04,22,10,0
오늘도 너의 사진을 보며 반성하게 되네..🤣🤣,2019-04-22T10:01:02.000Z,2019,04,22,10,0
고생한다잉 식구들 먹이는게 보통일아님 😂,2019-04-22T10:01:02.000Z,2019,04,22,10,0
저녁메뉴 찾아보다 들렀어요~🙈🙈소통하고싶어 선팔하고가요❤️,2019-04-22T10:01:02.000Z,2019,04,22,10,0
#올때비비고,2019-02-05T05:19:02.000Z,2019,02,05,05,0
선생님~즐거운 명절보내세용❣️🤗,2019-02-05T03:08:35.000Z,2019,02,05,03,1
야식은 나의 힘ㅋ 저도 금동이 밥수발 하면서 라면이나 한개 끓여야겠어요ㅋㅋㅋ,2019-05-05T14:21:14.000Z,2019,05,05,14,0
희미하게 배경으로 남은 제이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ😂😂😂,2019-04-02T04:26:03.000Z,2019,04,02,04,1
헐 형이랑 통했다,2019-01-10T11:53:19.000Z,2019,01,10,11,0
앗 저두 찐 김치만두파🙋‍♀️,2019-01-10T11:53:19.000Z,2019,01,10,11,0
올드보이도 비비고 왕교자만두를 먹엇으면 그렇게 삐뚤어지지 않았을텐데,2019-01-10T11:53:19.000Z,2019,01,10,11,0
비비고맨두 맛잇나유👀,2019-01-10T11:53:19.000Z,2019,01,10,11,0
나도 간식줘~~~,2019-06-04T04:16:27.000Z,2019,06,04,04,1
선팔하고갈께요.,2019-05-03T06:44:23.000Z,2019,05,03,06,0
분위기가 너무 좋네요.,2019-05-03T06:44:23.000Z,2019,05,03,06,0
좋은 글과 사진들이 참 많네요. 소통하고 싶어요!,2019-01-13T20:33:15.000Z,2019,01,13,20,1
맛나지롱~~💓🤤,2019-01-13T20:33:15.000Z,2019,01,13,20,1
여행잘댕겨왔수?🙋‍♀️,2019-01-13T20:33:15.000Z,2019,01,13,20,1
잘해가지고 주넹 ~~^^,2019-02-27T11:11:12.000Z,2019,02,27,11,0
정성가득👍🏼👍🏼,2019-02-27T11:11:12.000Z,2019,02,27,11,0
진짜 맛있겠어요!! 근데 안먹어줘서 속상하셔겠네여ㅠㅠ,2019-02-27T11:11:12.000Z,2019,02,27,11,0
엄마밥상 최고,2019-02-27T11:11:12.000Z,2019,02,27,11,0
우와아 진수성찬인데요>3<,2019-02-27T11:11:12.000Z,2019,02,27,11,0
진짜맛나보이네~~👍,2019-04-07T12:06:45.000Z,2019,04,07,12,0
ㅋㅋㅋ 나도 같은생각😏 칠순이 지나도 떡볶이는 💖,2019-04-07T12:06:45.000Z,2019,04,07,12,0
여전히 잘먹고사는 지남매빼밀!!멋쥐심,2019-04-07T12:06:45.000Z,2019,04,07,12,0
"어정말.,.,이시간에 고문.,.,.,",2019-01-11T13:30:10.000Z,2019,01,11,13,0
비비고는 사랑입미다 증말.....💖,2019-01-11T13:30:10.000Z,2019,01,11,13,0
만두는 비비고가 맛있죠ㅜㅜ냉동실에 있는데..ㅜㅜ 물올리기 직전입니다😢,2019-01-11T13:30:10.000Z,2019,01,11,13,0
오븐에 구워두 넘나 맛나지요~ 피엑스는 사랑이야♡,2019-01-11T13:30:10.000Z,2019,01,11,13,0
맛잇겠어요!!야식은언제나옳지요😁😁😁,2019-01-11T13:30:10.000Z,2019,01,11,13,0
기름에굽느니 귀찮고 전자렌지에 물좀묻히고 돌리면야들야들해지더라구요😉,2019-01-11T13:30:10.000Z,2019,01,11,13,0
만두😍😍이밤에 먹고파요😭😭😭😭,2019-01-11T13:30:10.000Z,2019,01,11,13,0
아 비비고 맛나죠😍😍😍 냉동실에 있는데 해묵어야겠어요!!😄,2019-01-11T13:30:10.000Z,2019,01,11,13,0
어머 야식😍😍 육퇴휴 야식은 끊을수가없떠용 ㅋㅋㅋ,2019-01-11T13:30:10.000Z,2019,01,11,13,0
오 만두 저 만두 진짜 좋아하는데ㅋㅋ 먹고싶네요,2019-01-11T13:30:10.000Z,2019,01,11,13,0
으아~ 당장 비비고사러 가야겟어용🤣,2019-01-11T13:30:10.000Z,2019,01,11,13,0
악 배고파졋어요ㅜㅜㅜ👏,2019-01-11T13:30:10.000Z,2019,01,11,13,0
나막스??첨 들어보는대요~~비쥬얼은 짱인대용 ㅎㅎ 즐 주말 보내세용~~^^,2018-12-28T17:31:56.000Z,2018,12,28,17,0
크~~ 한섬만두 맛있죵ㅋㅋ 맥주마실때는 역시 잘근잘근 씹어먹는 안주가최고예용 영아님❤️,2018-12-28T17:31:56.000Z,2018,12,28,17,0
악..김치...🤤🤤❤️,2018-12-17T11:01:25.000Z,2018,12,17,11,0
헐 진짜 김치 맛나겠어요 🤤🤤 내스탈 😆😆😆,2018-12-17T11:01:25.000Z,2018,12,17,11,0
한그릇먹음 속이 애기간으로 돌아올 것 같아요🤣,2018-12-17T11:01:25.000Z,2018,12,17,11,0
아..김치빛깔봐~~~,2018-12-17T11:01:25.000Z,2018,12,17,11,0
격하게 땡기네욧👍👍🙊🙊😍😍,2018-12-17T11:01:25.000Z,2018,12,17,11,0
만두는 역쉬 비비고가 최고인듯~~😋얼큰하니 맛나겠옹~🤗🤗,2018-12-17T11:01:25.000Z,2018,12,17,11,0
나 저 빨간 떡만두국 진심 레알 너무 먹어보고싶은데??,2018-12-17T11:01:25.000Z,2018,12,17,11,0
얼큰하니 진짜 맛나보이는 만두국👍👍👍,2018-12-17T11:01:25.000Z,2018,12,17,11,0
김치비줠 장난아니네👍👍👍,2018-12-17T11:01:25.000Z,2018,12,17,11,0
만두국도 칼칼하니 맛나겠고 김치 비줠도 굿입니다~👍🏻,2018-12-17T11:01:25.000Z,2018,12,17,11,0
어웅.. 얼큰떡만두국.. 아침부터 너무 땡기네여..,2018-12-17T11:01:25.000Z,2018,12,17,11,0
열큰하게떡만두국진짜맛나겠어욤~*먹다가소주가땡길것같아요~,2018-12-17T11:01:25.000Z,2018,12,17,11,0
헐~~~~대접째 들이 마시네 ㅋㅋ,2019-04-23T18:47:53.000Z,2019,04,23,18,1
내 얘기 하는 줄... 아프지 말자~ 아가 🙏🏻,2019-04-23T18:47:53.000Z,2019,04,23,18,1
계속 아파서 우째요ㅠ조에도 계속 아픈데...우리아가들 도와줄수도 없고 참 답답 하네요~🥺,2019-04-23T18:47:53.000Z,2019,04,23,18,1
#selfie #ootd #데일리 #셀스타그램 #찍스타그램#셀카 #셀피 #일상 #구미 #인동 #회사원 #직장인 #주말 #집돌이 #오늘은내가요리사 #비비고만두 #에어프라이기 #비빔면 #깻잎 #오이 #환상의궁합 #먹스타그램 #맛스타그램,2019-06-02T09:46:32.000Z,2019,06,02,09,0
🐷,2019-06-02T09:46:32.000Z,2019,06,02,09,0
.#간단하게먹기 #아점 #만두#bibigo #餃子 #mandu #비비고만두 #다맛있어 #추천#혼밥스타그램 #onthetable#일상 #日常 #instadaily,2019-03-20T02:50:55.000Z,2019,03,20,02,1
맞팔해요 😄,2019-03-20T02:50:55.000Z,2019,03,20,02,1
잘보고가요~!👍,2019-03-20T02:50:55.000Z,2019,03,20,02,1
전 시하맘이라고 해요 자주 소통하며 답방해요♥️,2019-04-02T22:24:35.000Z,2019,04,02,22,1
어쩜 좋아용 이뻐죽겠어용❤️❤️,2019-04-02T22:24:35.000Z,2019,04,02,22,1
오모나~ ㅎㅎ 손수건 이불도 덮어주고~ 귀여워요😍,2019-04-02T22:24:35.000Z,2019,04,02,22,1
오늘도 좋은하루보내세요,2019-04-02T22:24:35.000Z,2019,04,02,22,1
아기가 귀여워욬ㅋㅋㅋ 구경잘하고 갑니당,2019-04-02T22:24:35.000Z,2019,04,02,22,1
바나클 눕히고 손수건으로 덮어주고ㅋ 순수해~^^,2019-04-02T22:24:35.000Z,2019,04,02,22,1
맘이 이쁘네요 ㅎ 귀엽다잉,2019-04-02T22:24:35.000Z,2019,04,02,22,1
너무 사랑스러워용😍❤️,2019-04-02T22:24:35.000Z,2019,04,02,22,1
아고마음이너무이뻐요♡,2019-04-02T22:24:35.000Z,2019,04,02,22,1
귀여워라❤️,2019-04-02T22:24:35.000Z,2019,04,02,22,1
너무 귀여워요...❤️,2019-04-02T22:24:35.000Z,2019,04,02,22,1
"반갑습니다, 제 피드도 놀러오세요 •ܫ•",2019-04-02T22:24:35.000Z,2019,04,02,22,1
인증됨,2019-02-08T01:39:29.000Z,2019,02,08,01,1
😍😍,2019-02-08T01:39:29.000Z,2019,02,08,01,1
비비고 제품들은 다 맛있지만 특히 비비고만두는 진짜 맛있다 꽉찬속과부드럽고 촉촉한 피 진짜 .흠~~~~말이  필요없다  비비고👍😄,2019-02-08T01:39:29.000Z,2019,02,08,01,1
우와 ㅎㅎ 피드보니 맘에 들어서 ㅎㅎ 우리 인친해용 ~,2018-12-06T14:03:41.000Z,2018,12,06,14,0
소통할까요?^_^,2018-12-06T14:03:41.000Z,2018,12,06,14,0
수산물 온라인 쇼핑몰 바다의 품격입니다. 싱싱한 통영 산지직송 수산물로 식탁을 풍성하게 만들어보세요💙,2018-12-06T14:03:41.000Z,2018,12,06,14,0
#요리스타그램 #럽스타그램 #육아스타그램 #육아맘 #육아휴직 #육아맘소통 #육아소통 #노원맘 #아들맘 #젊줌마 #만두지옥 #홈쇼핑중독,2019-04-14T03:19:03.000Z,2019,04,14,03,1
맛있겠어요 👏👏👏👏,2019-04-14T03:19:03.000Z,2019,04,14,03,1
#간식스타그램#음식스타그램#초딩맘#아들맘#대구맘#주부#줌마그램#맘스타#일상#데일리#소통#좋아요#일상소통#일상스타그램#데일리그램#먹방#먹스타#인스타일상,2019-04-23T06:35:08.000Z,2019,04,23,06,0
예비맘이에요 ~ 소통하고 지내요 ^-^,2019-04-23T06:35:08.000Z,2019,04,23,06,0
피드잘봤습니다 맞팔해용!,2019-04-23T06:35:08.000Z,2019,04,23,06,0
구경 잘하고 갑니다~,2019-04-23T06:35:08.000Z,2019,04,23,06,0
태양맘이에요 잘 보고가요 ~ !!,2019-04-23T06:35:08.000Z,2019,04,23,06,0
👍🏻👍🏻👍🏻,2019-04-23T06:35:08.000Z,2019,04,23,06,0
간식최곤데요?ㅎㅎ 저도 털면 저리나왔음 좋겠네요😂,2019-04-23T06:35:08.000Z,2019,04,23,06,0
와~간식도 뚝딱 잘도 만들어주네 최고다😘,2019-04-23T06:35:08.000Z,2019,04,23,06,0
샌드위치 여기 배달이요👍 ㅎㅎㅎ,2019-04-23T06:35:08.000Z,2019,04,23,06,0
피드가좋아요^__^,2019-04-23T06:35:08.000Z,2019,04,23,06,0
안녕하세요 😍 좋은하루 되세요^^ 소통하며 지내요^^ 💏,2019-04-23T13:26:27.000Z,2019,04,23,13,0
맛나겠어요...🙈🙈,2019-04-23T13:26:27.000Z,2019,04,23,13,0
어므나🤤🤤🤤🤤,2019-04-23T13:26:27.000Z,2019,04,23,13,0
저두 출출해욤ㅋㅋㅋㅋㅋㅋ,2019-06-12T12:55:19.000Z,2019,06,12,12,0
저도 만두를 먹어야겠어요👍🏻👏🏻👏🏻👏🏻,2019-01-18T05:57:03.000Z,2019,01,18,05,0
자몽에이드 엄청 톡 시원해보여요😁 몇일전 저도 홈쇼핑에서 비비고 사고팠는데.. 아웅~ 점심 패스했더니 배가...꼬르륵😅 불금 보내세요🤗,2019-01-18T05:57:03.000Z,2019,01,18,05,0
타이밍도 기가막힌 넘 반가운 택배네요.💕,2019-01-18T05:57:03.000Z,2019,01,18,05,0
다행이네요 컵라면으론 안되잖아요,2019-01-18T05:57:03.000Z,2019,01,18,05,0
#일상 #데일리 #food #먹방 #먹스타그램 #mukbang #foodinsta #ootd #jmt #김해 #부산 #대구,2019-01-30T22:58:25.000Z,2019,01,30,22,1
자주 들릴께요,2019-01-30T22:58:25.000Z,2019,01,30,22,1
#물끼리러갑니더😅😅😅😅,2019-01-30T22:58:25.000Z,2019,01,30,22,1
맨날비빔면만드시는거같네요ㅜㅜㅋ,2019-01-30T22:58:25.000Z,2019,01,30,22,1
라면에 파김치.총각김치는 게임끝ㅋㅋ,2019-05-17T04:51:19.000Z,2019,05,17,04,1
구경잘하고갑니다:) 담에 또올게여~👏,2019-05-17T04:51:19.000Z,2019,05,17,04,1
참잘했어요 라는 도장을 찍어주고싶다!!,2019-02-04T17:38:01.000Z,2019,02,04,17,0
우어 비 엄청 많이 왔네요 !! 여행 일기 보면서 대리 만족 중이에요 ㅠㅠㅠ 몰타에서도 새해 복 많이 받으세여 사장님 💓,2019-02-04T17:38:01.000Z,2019,02,04,17,0
만두 영문도 모른채 쫓겨날 뻔 😓,2019-05-17T12:32:01.000Z,2019,05,17,12,0
앜ㅋㅋㅋㄱㅋㅋㅋㅋㅋㄱㄱㅋㅋㄱㄱㅋ만두 속마음(아깝다.. 산책 2번 할수있었는데),2019-05-17T12:32:01.000Z,2019,05,17,12,0
ㅋㅋㅋㅋㅋ,2019-05-17T12:32:01.000Z,2019,05,17,12,0
ㅍㅎㅎㅎㅎ넘웃겨~~~~~,2019-05-17T12:32:01.000Z,2019,05,17,12,0
아 아니 저걸 다 넣었다구?,2019-03-20T04:30:50.000Z,2019,03,20,04,1
좋은사진이 많아서 우연히 왓다가 한참보구가요~~^^또 들를게요!!,2019-03-20T04:30:50.000Z,2019,03,20,04,1
형 그만드세!요,2019-03-20T04:30:50.000Z,2019,03,20,04,1
이제 운동 안해여? 벌크업하나요?ㅋㅋㅋ,2019-03-20T04:30:50.000Z,2019,03,20,04,1
아증말~~!!!~저비빔면보니까 급쫄면 먹구싶다.....,2019-03-20T04:30:50.000Z,2019,03,20,04,1
만두는 비비고가 갑👍최고🙌,2019-03-20T04:30:50.000Z,2019,03,20,04,1
와...맛있겠어요진짜👍,2019-03-20T04:30:50.000Z,2019,03,20,04,1
야무지게팔걷어올리고!!👍👍,2019-02-25T10:24:42.000Z,2019,02,25,10,0
귀여워요~~,2019-02-25T10:24:42.000Z,2019,02,25,10,0
😍😘💖💖😘😘 @myuniverse.jun,2019-04-11T09:44:31.000Z,2019,04,11,09,0
안녕하세요~ 왁싱전문샵 루비왁싱입니다,2018-12-14T08:23:50.000Z,2018,12,14,08,0
インスタのお仕事に興味はありますか？✨💓よかったらホームページをご覧ください😆,2018-12-14T08:23:50.000Z,2018,12,14,08,0
밥솥등장👍👍,2019-06-19T12:59:10.000Z,2019,06,19,12,0
저도요🙊♥️,2019-03-12T21:27:16.000Z,2019,03,12,21,1
앗 사진보자마자 비비고 발견~~!! 😁😁😁,2019-03-12T21:27:16.000Z,2019,03,12,21,1
하나하나 들여다보고 있는 나 ㅋ,2019-03-12T21:27:16.000Z,2019,03,12,21,1
저 스낵킷 동주가 넘 좋아하던건데 ㅎㅎ 먹고싶네~😍,2019-03-12T21:27:16.000Z,2019,03,12,21,1
저기 저 비비고 뭐지?,2019-03-12T21:27:16.000Z,2019,03,12,21,1
좋은 하루 되세요^^,2019-01-29T08:26:05.000Z,2019,01,29,08,0
ヾ(@~▽~@)ノ,2019-01-29T08:26:05.000Z,2019,01,29,08,0
스치는 인연도 인연이라지요~ 스치지말고 좋은인연 만들어 봐요^^,2019-01-29T08:26:05.000Z,2019,01,29,08,0
"왜그르는겨,,,힘들게차려주면 무조건 맛있게먹어줘야지",2019-06-05T12:07:55.000Z,2019,06,05,12,0
인스턴트 한달 먹여 ㅋ그럼 이제 너 하는 거 다 잘 먹을거시여 ㅋ,2019-06-05T12:07:55.000Z,2019,06,05,12,0
비비고만두 맛있어용,2019-02-18T04:57:56.000Z,2019,02,18,04,1
인증됨,2019-01-09T12:01:03.000Z,2019,01,09,12,0
이거 비비고에요?? 이렇게 맛있게생긴 김치만두도  비비고에서 나오는줄 몰랏는데! 낼 마트가는날인뎅  당장 사와야할거같어요 ㅋㅋㅋㅋ 넘 먹구시퍼용,2019-02-14T14:46:26.000Z,2019,02,14,14,0
👍👍👍👍👍👍👍👍👍👍👍,2019-02-14T14:46:26.000Z,2019,02,14,14,0
역시 남자들 먹성은 남다르네용~대박 맛나보여용👍인스타로 하루 7O마넌 (ღ'ᴗ'ღ )제 피드도 놀러오세용💗,2019-02-14T14:46:26.000Z,2019,02,14,14,0
만두!!!! 피가 되게 쫄깃하보여요~👍졔언니의 하루 7O버는 비법🧡궁금하시면 놀러오세용 - ^‿^,2019-02-14T14:46:26.000Z,2019,02,14,14,0
비비고  김치 만두  마트가니  다 떨어졌다카더라.  그래서  못샀으~~♡,2019-02-14T14:46:26.000Z,2019,02,14,14,0
😭😭😭저는 왜 이걸 지금봐쓸까요😭😭흐엉,2019-04-25T08:22:31.000Z,2019,04,25,08,0
크❤️ 네넴띤에 청양까지 송송❤️ 만두랑 너무 맛나게떠요💓,2019-04-25T08:22:31.000Z,2019,04,25,08,0
